507,559,1
3509,3947,2
2065,2384,3
1981,2029,4
469,516,5
2290,2600,6
3491,3797,7
3131,3251,8
1399,1689,9
1117,1621,10
908,1511,11
1625,1763,12
1217,1818,13
1982,2345,14
2240,2376,15
2781,3381,16
2046,2339,17
975,1587,18
983,1456,19
3104,3119,20
3078,3363,21
2280,2592,22
1281,1282,23
1714,1741,24
1939,2241,25
1684,3038,26
484,1604,27
2347,2430,28
1668,1782,29
1793,1804,30
2000,2645,31
632,658,32
1507,1672,33
1932,2042,34
2742,2828,35
2102,2372,36
1630,1876,37
1330,1571,38
3078,3387,39
372,455,40
2728,2951,41
2915,3363,42
2043,2122,43
2706,2931,44
389,1472,45
2619,2654,46
1953,2600,47
2276,2593,48
2719,2796,49
1323,1377,50
1126,1201,51
1298,1841,52
1420,1891,53
2107,2440,54
2807,3130,55
348,405,56
1204,1413,57
1471,1659,58
2905,3195,59
1981,2328,60
2694,2944,61
2376,2410,62
2293,2597,63
2188,2500,64
916,1547,65
1339,1833,66
1761,1814,67
1173,1772,68
3651,3734,69
2187,2377,70
2708,3076,71
2359,2615,72
1210,1320,73
3684,3830,74
2253,2606,75
2348,2428,76
1130,1219,77
924,1549,78
1185,1376,79
0,296,80
1420,1782,81
2408,2564,82
9,66,83
2033,2237,84
1936,2047,85
1076,1086,86
981,1067,87
2447,2660,88
1919,2658,89
2056,2266,90
2127,2445,91
3039,3396,92
1320,1692,93
1988,2349,94
1183,1366,95
2064,2556,96
2132,2518,97
2816,3187,98
2030,2489,99
239,323,100
1031,1098,101
1214,1736,102
2261,2276,103
86,278,104
906,1620,105
1981,2274,106
999,1416,107
1070,1303,108
1662,1768,109
943,1189,110
708,755,111
107,1783,112
1012,1882,113
2066,2642,114
2220,2539,115
434,604,116
1049,1572,117
2163,2399,118
754,779,119
583,681,120
2290,2507,121
3349,3360,122
2331,2464,123
978,1389,124
2567,2617,125
2043,2229,126
3469,3927,127
980,1782,128
2369,2408,129
2356,2464,130
1184,1717,131
3209,3260,132
1101,1456,133
741,800,134
2348,2579,135
1962,2136,136
2111,2390,137
1999,2645,138
1365,1752,139
1438,1899,140
2136,2539,141
348,559,142
1029,1220,143
3685,3850,144
1203,1847,145
2213,2521,146
526,1265,147
2881,3274,148
2324,2573,149
2438,2643,150
2414,2563,151
2447,2636,152
2144,2153,153
1984,2150,154
1303,1786,155
3116,3298,156
1392,1475,157
1236,1304,158
72,172,159
79,252,160
1192,1292,161
1955,2547,162
2666,3339,163
1986,1993,164
1146,1842,165
2430,2560,166
896,1018,167
1920,2187,168
1477,1666,169
2196,2384,170
2266,2331,171
1376,1523,172
3001,3154,173
2378,2639,174
980,1644,175
2139,2356,176
2056,2573,177
1028,1078,178
1216,1333,179
1123,1639,180
2212,2604,181
3501,3948,182
780,835,183
413,542,184
936,1645,185
2069,2467,186
2823,3332,187
1971,2064,188
968,999,189
916,1047,190
2475,2555,191
3070,3240,192
184,346,193
1209,1620,194
1718,2509,195
1691,1716,196
1566,1761,197
422,620,198
2206,2646,199
2750,2986,200
2005,2556,201
1946,1966,202
2323,2611,203
1059,1544,204
1746,1877,205
2938,3369,206
2771,2841,207
916,1563,208
3521,3618,209
513,525,210
2086,2154,211
1267,1391,212
3060,3360,213
107,1633,214
2504,2630,215
1377,1467,216
1185,1663,217
2071,2510,218
452,546,219
484,1300,220
272,277,221
2849,3239,222
1315,1345,223
3532,3956,224
2169,2199,225
1912,2047,226
1684,3304,227
2093,2395,228
2037,2393,229
2735,3385,230
2839,3184,231
1199,1793,232
1064,1497,233
3550,3672,234
2280,2434,235
2951,3002,236
465,683,237
1684,2954,238
3872,3888,239
2107,2145,240
2800,2969,241
1086,1211,242
2045,2278,243
2810,3000,244
1341,1835,245
2765,2793,246
430,526,247
107,1625,248
971,1014,249
2678,3057,250
1408,1807,251
3265,3277,252
1754,1819,253
1319,1798,254
1102,1742,255
2906,2925,256
1014,1894,257
2966,3078,258
392,394,259
2664,2872,260
2338,2461,261
2716,3107,262
1198,1867,263
1180,1330,264
2928,3433,265
68,225,266
1998,2585,267
109,229,268
2102,2419,269
1730,1775,270
2679,2681,271
580,1694,272
2372,2537,273
3437,3530,274
2408,2539,275
1409,1488,276
3101,3110,277
2140,2624,278
1912,2490,279
67,212,280
1048,1864,281
496,669,282
1912,2402,283
1099,1871,284
972,1288,285
2299,2339,286
1437,1827,287
2507,2560,288
363,1512,289
1318,1844,290
2123,2142,291
2811,3331,292
1335,1737,293
1180,1685,294
1185,1768,295
792,815,296
2220,2240,297
1632,1818,298
2931,3137,299
1922,2587,300
2028,2605,301
1994,2567,302
1920,2458,303
1668,1804,304
1380,1516,305
921,1124,306
1101,1610,307
2713,3241,308
1025,1536,309
2096,2568,310
1940,2463,311
810,853,312
1912,2111,313
2973,3355,314
2500,2549,315
1269,1782,316
0,217,317
980,1329,318
1369,1779,319
2287,2340,320
1945,2419,321
3448,3611,322
1330,1604,323
1037,1529,324
1520,1799,325
3997,4021,326
906,1250,327
966,1668,328
2872,3108,329
1189,1244,330
3712,3938,331
3986,4000,332
573,619,333
2064,2602,334
1604,1849,335
3568,3645,336
1661,1716,337
2694,3149,338
504,507,339
1449,1757,340
965,1225,341
1405,3406,342
2142,2299,343
748,797,344
1996,2581,345
3437,3909,346
1809,1833,347
1662,1823,348
2661,2875,349
1804,1811,350
3758,3825,351
2590,2623,352
2326,2600,353
3620,3718,354
1987,2174,355
946,991,356
3207,3285,357
1634,1876,358
422,483,359
2098,2299,360
1470,1826,361
3624,3905,362
2206,2386,363
2911,3232,364
2090,2467,365
2095,2604,366
1571,1879,367
2266,2340,368
353,637,369
1547,1816,370
2239,2588,371
2768,3403,372
2460,2532,373
2708,3298,374
2109,2409,375
2802,3106,376
1454,1661,377
1948,2187,378
1935,2389,379
1669,1734,380
1993,2233,381
573,654,382
2294,2325,383
695,810,384
2108,2244,385
589,596,386
857,868,387
1794,1881,388
3278,3335,389
2869,3049,390
1957,2435,391
2404,2414,392
3035,3296,393
2032,2419,394
1962,2212,395
1366,1496,396
2947,3162,397
2494,2639,398
2069,2188,399
2504,2520,400
1070,1529,401
1684,3099,402
1107,1623,403
2276,2352,404
1391,1551,405
1691,1884,406
2031,2283,407
694,821,408
107,920,409
578,615,410
1986,2359,411
1435,1444,412
2188,2646,413
1950,1980,414
107,1677,415
3116,3418,416
475,566,417
1971,2229,418
2133,2508,419
2387,2410,420
2309,2381,421
423,473,422
1538,1584,423
2042,2508,424
734,778,425
687,805,426
348,427,427
2871,3330,428
2683,2809,429
2146,2411,430
2410,2646,431
2662,3154,432
761,772,433
914,1247,434
1684,2803,435
1940,2054,436
2047,2530,437
2992,3298,438
980,1761,439
3468,3810,440
1926,2463,441
2179,2625,442
1101,1668,443
1059,1112,444
56,82,445
2055,2278,446
2236,2405,447
3104,3232,448
1598,1902,449
2310,2461,450
1947,2498,451
2921,3353,452
2904,3089,453
2992,3344,454
2397,2570,455
993,1688,456
1931,1973,457
1622,1843,458
1659,1835,459
91,193,460
2132,2187,461
1406,1502,462
168,347,463
2004,2365,464
3536,3606,465
1010,1633,466
1173,1388,467
3980,4001,468
1736,1789,469
2827,2917,470
3298,3332,471
2190,2586,472
2680,3129,473
2286,2403,474
949,1770,475
3464,3945,476
1185,1613,477
3797,3948,478
767,768,479
1912,2100,480
1914,1935,481
1320,1358,482
1153,1879,483
500,555,484
1074,1842,485
952,1367,486
2139,2206,487
1621,1809,488
697,805,489
2761,3390,490
764,781,491
2670,2972,492
686,847,493
1352,1559,494
1927,2585,495
2340,2631,496
1366,1630,497
3342,3421,498
1193,1387,499
2319,2398,500
2715,3087,501
2040,2324,502
1003,1623,503
1290,1683,504
107,1778,505
2044,2478,506
1516,1554,507
1684,3016,508
2136,2374,509
3672,3852,510
1001,1536,511
2250,2279,512
686,764,513
1530,1668,514
2062,2629,515
2033,2347,516
2062,2072,517
48,119,518
2438,2603,519
3169,3179,520
416,493,521
1040,1712,522
966,1125,523
1580,1839,524
2944,3195,525
2234,2334,526
2670,3283,527
3842,3971,528
463,531,529
641,1235,530
395,404,531
982,1017,532
2469,2553,533
2165,2593,534
1688,1752,535
2263,2528,536
1024,1288,537
2061,2627,538
2076,2515,539
686,765,540
1391,1431,541
3211,3431,542
878,889,543
2347,2630,544
980,1621,545
2911,3363,546
1949,2126,547
978,1734,548
2213,2386,549
2993,3026,550
257,272,551
3526,3769,552
1757,1833,553
2184,2532,554
1284,1591,555
2791,3088,556
1663,1811,557
24,299,558
3692,3886,559
2803,3214,560
2158,2411,561
1945,2516,562
2384,2399,563
1117,1730,564
2201,2604,565
1138,1562,566
1049,1689,567
1086,1800,568
1424,1880,569
2172,2190,570
413,465,571
1230,1730,572
1943,2374,573
2212,2655,574
952,1714,575
2088,2306,576
1327,1909,577
1199,1457,578
1113,1695,579
99,278,580
1914,1980,581
2843,3136,582
2134,2285,583
2151,2649,584
31,252,585
2074,2098,586
2121,2623,587
1014,1786,588
3049,3280,589
2179,2485,590
1238,1730,591
2244,2347,592
1828,1907,593
2253,2275,594
2171,2435,595
2090,2122,596
2872,3294,597
3605,3687,598
1125,1898,599
107,1076,600
2078,2237,601
3048,3185,602
1912,2211,603
686,742,604
1189,1553,605
2047,2366,606
1390,1811,607
2756,3384,608
2253,2521,609
748,779,610
1088,1165,611
107,1021,612
1052,1428,613
1989,2600,614
1946,2506,615
961,1301,616
2132,2149,617
598,618,618
1132,1597,619
978,1547,620
1718,2007,621
1130,1199,622
3700,3813,623
3525,3550,624
2026,2607,625
1613,1891,626
1654,1767,627
738,781,628
1021,1423,629
2664,2782,630
2414,2495,631
3027,3051,632
2672,2701,633
1509,1617,634
2667,2856,635
2906,3104,636
1335,1842,637
1953,2064,638
940,1541,639
